PN,ProductGroup,WorkCenter,Predecessors,RawMaterial,OperationRoute,OperationRouteID,ProcessingTimes,SetupTimes,BatchInfo,ScrapRate
6782-1500-6800,IM_Semi-Automated,IM,[],22,IM_OP0,22,[0.476],240,85-170-340,0.026382364
6782-1501-2700,,Phantom,[],-,Phantom,31,[0],0,50-100-200,0.04
6782-1600-1800,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,1750-3500.0-7000.0,0.011439062
6782-1600-1900,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,1750-3500.0-7000.0,0.006551391
6782-1600-4800,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.064212999
6782-1600-6400,IM_Semi-Automated,IM,[],22,IM_OP0,22,[0.476],240,3487-6975.0-13950.0,0.002301023
6782-1600-6500,IM_Automated,IM,[],30,IM_OP1,23,[0.6],120,2501-5002.666666666667-10005.333333333334,0
6782-1701-6300,,Phantom,[],-,Phantom,31,[0],0,50-100-200,0.04
6782-1800-4400,IM_Automated,IM,[],30,IM_OP6,28,[0.6],120,85-170-340,0
6782-1801-1102,IM_Semi-Automated,IM,[],67,IM_OP6,28,[1.0],480,384-768.0-1536.0,0.083657948
6782-1801-1103,IM_Semi-Automated,IM,[],67,IM_OP6,28,[1.0],480,384-768.0-1536.0,0.083657948
6782-1901-2402,IM_Semi-Automated,IM,[],67,IM_OP6,28,[1.0],480,110-221.0-442.0,0.092566944
6782-1901-2403,IM_Semi-Automated,IM,[],67,IM_OP6,28,[1.0],480,110-221.0-442.0,0.092566944
6782-1901-3701,IM_Automated,IM,[],50,IM_OP1,23,[0.167],240,1102-2205.5-4411.0,0.012079649
6782-1902-7700,,SA,"[['6782-1402-2201', 1.0], ['6782-1800-4402', 1.0], ['6782-1801-1001', 1.0], ['6782-1801-1202', 1.0], ['6782-1900-4200', 1.0], ['6782-1902-7800', 1.0]]",-,SA,21,[11.798],0,99-199.16666666666666-398.3333333333333,0.009193108
6782-1902-7701,,SA,"[['6782-1402-2201', 1.0], ['6782-1800-4402', 1.0], ['6782-1801-1002', 1.0], ['6782-1801-1202', 1.0], ['6782-1900-4200', 1.0], ['6782-1902-7801', 1.0]]",-,SA,21,[11.798],0,99-199.16666666666666-398.3333333333333,0.009193108
6782-1902-7702,,SA,"[['6782-1402-2201', 1.0], ['6782-1800-4402', 1.0], ['6782-1801-1003', 1.0], ['6782-1801-1203', 1.0], ['6782-1900-4200', 1.0], ['6782-1902-7801', 1.0]]",-,SA,21,[11.798],0,99-199.16666666666666-398.3333333333333,0.009193108
6782-1902-7703,,SA,"[['6782-1402-2201', 1.0], ['6782-1800-4402', 1.0], ['6782-1801-1003', 1.0], ['6782-1801-1203', 1.0], ['6782-1900-4200', 1.0], ['6782-1902-7802', 1.0]]",-,SA,21,[11.798],0,99-199.16666666666666-398.3333333333333,0.009193108
6782-1902-7704,,SA,"[['6782-1402-2201', 1.0], ['6782-1800-4402', 1.0], ['6782-1801-1003', 1.0], ['6782-1801-1203', 1.0], ['6782-1900-4200', 1.0], ['6782-1902-7803', 1.0]]",-,SA,21,[11.798],0,99-199.16666666666666-398.3333333333333,0.009193108
6782-1902-7705,,SA,"[['6782-1402-2201', 1.0], ['6782-1800-4402', 1.0], ['6782-1801-1003', 1.0], ['6782-1801-1203', 1.0], ['6782-1900-4200', 1.0], ['6782-1902-7803', 1.0]]",-,SA,21,[11.798],0,99-199.16666666666666-398.3333333333333,0.009193108
6782-1902-7706,,SA,"[['6782-1402-2201', 1.0], ['6782-1800-4402', 1.0], ['6782-1801-1003', 1.0], ['6782-1801-1203', 1.0], ['6782-1900-4200', 1.0], ['6782-1902-7804', 1.0]]",-,SA,21,[11.798],0,99-199.16666666666666-398.3333333333333,0.009193108
6799-1300-1313,,Phantom,[],-,Phantom,31,[0],0,50-100-200,0.04
6799-1400-6403,IM_Semi-Automated,IM,[],33,IM_OP5,27,[1.0],480,781-1562.3333333333333-3124.6666666666665,0.073721004
6799-1400-6501,,Phantom,"[['6799-1401-8200', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.04
6799-1400-6502,,Phantom,"[['6799-1401-8200', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.04
6799-1401-6400,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[1.921],0,268-536.25-1072.5,0
6799-1600-5600,WIRE_AUTO,WIRE,[],-,WIRE,34,[3.181],20,875-1750.0-3500.0,0.010729777
6799-1600-5700,WIRE_AUTO,WIRE,[],-,WIRE,34,[3.181],20,1000-2000.0-4000.0,0.007279947
6799-1600-5800,WIRE_AUTO,WIRE,[],-,WIRE,34,[10.2],20,916-1833.3333333333333-3666.6666666666665,0.022514744
6799-1600-5900,WIRE_AUTO,WIRE,[],-,WIRE,34,[10.2],20,1000-2000.0-4000.0,0.018953812
6799-2000-1200,,SA,"[['6799-1300-0712', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.003125
6808-1300-1702,,Phantom,"[['6808-1400-0302', 1.0], ['6808-1400-0602', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.04
6808-1400-3907,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.017, 0.583, 3.75, 2.732, 1.1333333333333333]","[10, 20.094, 10, 10.086, 10]",117-234.0-468.0,0.011045365
6808-1400-3908,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.017, 0.583, 3.0, 2.732, 1.1333333333333333]","[10, 20.094, 10, 10.086, 10]",117-234.0-468.0,0.011045365
6808-1401-2605,IM_Semi-Automated,IM,[],10,IM_OP0,22,[0.75],120,393-786.3333333333334-1572.6666666666667,0.114718019
6808-1401-2706,IM_Semi-Automated,IM,[],10,IM_OP0,22,[0.75],120,540-1080.3333333333333-2160.6666666666665,0.021774931
6808-1403-9305,WIRE_Semi-Automated,WIRE,"[['6808-1600-3701', 1.0], ['6808-1600-3801', 1.0], ['6808-1600-3901', 1.0]]",-,WIRE,35,[4.606],0,230-460.0-920.0,0
6808-1403-9405,WIRE_Semi-Automated,WIRE,"[['6808-1600-3501', 1.0], ['6808-1600-3601', 1.0]]",-,WIRE,35,[5.165],0,190-380.42857142857144-760.8571428571429,0
6808-1403-9601,,SA,[],-,SA,21,[9.96],0,50-100-200,0.02
6808-1404-2501,,Phantom,[],-,Phantom,31,[0],0,50-100-200,0.02
6808-1404-2504,,SA,[],-,SA,21,[9.96],0,50-100-200,0.02
6808-1500-2002,,SA,"[['6808-1500-5305', 1.0], ['6808-1500-5401', 1.0]]",-,SA,21,[3.203],0,400-800.0-1600.0,0
6808-1500-2003,,CLEAN,"[['6808-1500-5305', 1.0]]",-,CLEAN,32,[3.203],0,400-800.0-1600.0,0
6808-1500-2102,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.817, 1.333, 3.75, 1.526, 0.9]","[10, 110.15, 10, 9.231, 10]",469-938.6666666666666-1877.3333333333333,0.028158295
6808-1500-2103,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.817, 1.333, 3.75, 1.526, 0.9]","[10, 110.15, 10, 9.231, 10]",469-938.6666666666666-1877.3333333333333,0.028158295
6808-1500-2107,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.817, 1.333, 3.75, 1.526, 0.9]","[10, 110.15, 10, 9.231, 10]",469-938.6666666666666-1877.3333333333333,0.028158295
6808-1500-2108,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.217, 1.333, 3.75, 1.526, 1.3666666666666667]","[10, 110.15, 10, 9.231, 10]",469-938.6666666666666-1877.3333333333333,0.028158295
6808-1500-2109,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.217, 1.333, 3.75, 1.526, 1.3666666666666667]","[10, 110.15, 10, 9.231, 10]",469-938.6666666666666-1877.3333333333333,0.028158295
6808-1500-5302,IM_Automated,IM,[],1,IM_OP1,23,[0.75],120,2247-4494.0-8988.0,0.001263298
6808-1500-5401,IM_Semi-Automated,IM,[],22,IM_OP1,23,[0.75],120,3205-6410.25-12820.5,0.069052042
6808-1503-8405,IM_Semi-Automated,IM,[],22,IM_OP0,22,[0.476],240,85-170-340,0.04
6808-1600-0300,,Phantom,"[['6808-1500-5302', 1.0], ['6808-1500-5401', 1.0]]",-,Phantom,31,[0],0,100-200.0-400.0,0.005
6808-1600-0301,,Phantom,"[['6808-1500-5305', 1.0], ['6808-1500-5401', 1.0]]",-,Phantom,31,[0],0,100-200.0-400.0,0.005
6808-1600-0303,,SA,"[['6808-1500-5305', 1.0]]",-,SA,21,[9.96],0,100-200.0-400.0,0.005
6808-1600-0802,IM_Semi-Automated,IM,[],22,IM_OP0,22,[0.476],240,85-170-340,0.04
6808-1601-5800,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.02
6808-1601-5801,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.02
6808-1603-0800,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,1000-2000.0-4000.0,0.017199017
6808-1603-1000,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,1000-2000.0-4000.0,0.052581715
6808-1700-2100,,SA,"[['6808-1500-5305', 1.0], ['6808-1500-5401', 1.0]]",-,SA,21,[9.96],0,229-459.1666666666667-918.3333333333334,0
6808-1700-2101,,CLEAN,"[['6808-1500-5305', 1.0]]",-,CLEAN,32,[9.96],0,229-459.1666666666667-918.3333333333334,0
6808-1800-0101,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.817, 0.833, 3.75, 0.912, 0.9]","[10, 78.563, 10, 3.429, 10]",562-1125.3333333333333-2250.6666666666665,0.007428381
6808-1800-0201,,Phantom,"[['6808-1500-5401', 1.0], ['6808-1800-0300', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6808-1800-0202,,SA,"[['6808-1500-5401', 1.0], ['6808-1800-0301', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6808-1800-5200,,SA,"[['6808-1500-5401', 1.0], ['6808-1800-5300', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6808-1800-5201,,SA,"[['6808-1500-5401', 1.0], ['6808-1800-5300', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6814-1400-0112,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.617, 0.5, 3.75, 1.756, 0.6666666666666666]","[10, 111.467, 10, 10, 10]",85-170.66666666666666-341.3333333333333,0.012647555
6814-1400-0114,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.617, 0.5, 3.75, 1.756, 0.6666666666666666]","[10, 111.467, 10, 10, 10]",85-170.66666666666666-341.3333333333333,0.012647555
6814-1400-0117,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.617, 0.5, 3.75, 1.756, 0.6666666666666666]","[10, 111.467, 10, 10, 10]",85-170.66666666666666-341.3333333333333,0.012647555
6814-1400-0118,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.617, 0.5, 3.75, 1.756, 0.6666666666666666]","[10, 111.467, 10, 10, 10]",85-170.66666666666666-341.3333333333333,0.012647555
6814-1400-0119,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.617, 0.5, 2.4, 1.756, 0.6666666666666666]","[10, 111.467, 10, 10, 10]",85-170.66666666666666-341.3333333333333,0.012647555
6814-1400-0203,,Phantom,"[['6814-1400-2504', 1.0], ['6814-1400-2604', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6814-1400-0204,,Phantom,"[['6814-1400-2504', 1.0], ['6814-1400-2604', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6814-1400-0205,,Phantom,"[['6814-1400-2505', 1.0], ['6814-1400-2605', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6814-1400-0206,,SA,"[['6814-1400-2505', 1.0], ['6814-1800-0100', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6814-1500-4403,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.617, 0.5, 3.75, 2.51, 1.8333333333333333]","[10, 18.322, 10, 10, 10]",112-224.0-448.0,0.030555556
6814-1600-0001,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.617, 0.633, 3.75, 2.433, 1.8333333333333333]","[10, 7.339, 10, 10, 10]",56-112.0-224.0,0.020833333
6814-1600-0003,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.617, 0.633, 3.75, 2.433, 1.8333333333333333]","[10, 7.339, 10, 10, 10]",56-112.0-224.0,0.020833333
6814-1600-0004,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.617, 0.633, 3.75, 2.433, 1.8333333333333333]","[10, 7.339, 10, 10, 10]",56-112.0-224.0,0.020833333
6814-1600-0101,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.617, 0.5, 3.75, 2.433, 1.8333333333333333]","[10, 46.483, 10, 10, 10]",63-126.0-252.0,0.049873204
6814-1600-0103,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.617, 0.5, 0.6, 2.433, 1.8333333333333333]","[10, 46.483, 10, 10, 10]",63-126.0-252.0,0.049873204
6814-1600-2000,,SA,[],-,SA,21,[9.96],0,73-147.0-294.0,0.013736264
6814-1600-2001,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.617, 0.55, 0.6, 1.825, 1.8333333333333333]","[10, 7.792, 10, 10, 10]",73-147.0-294.0,0.013736264
6814-1700-1300,,SA,"[['6814-1700-0201', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6814-2000-0500,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.017, 0.833, 3.75, 2.433, 1.1333333333333333]","[10, 87.317, 10, 10, 10]",290-580-1160,0.01
6820-1400-2206,,Phantom,[],-,Phantom,31,[0],0,50-100-200,0.01
6820-1400-2405,,PRD,[],-,"['LaserMarking', 'SMD', 'Depanelize']",1,"[1.217, 1.667, 1.3666666666666667]","[10, 97.217, 10]",60-120.0-240.0,0.071969697
6820-1400-2406,,PRD,[],-,"['LaserMarking', 'SMD', 'Depanelize']",1,"[1.217, 1.667, 1.3666666666666667]","[10, 97.217, 10]",60-120.0-240.0,0.071969697
6820-1400-2408,,PRD,[],-,"['LaserMarking', 'SMD', 'Depanelize']",1,"[1.217, 1.667, 1.3666666666666667]","[10, 97.217, 10]",60-120.0-240.0,0.071969697
6820-1400-2410,,PRD,[],-,"['LaserMarking', 'SMD', 'Depanelize']",1,"[1.217, 1.667, 1.3666666666666667]","[10, 97.217, 10]",60-120.0-240.0,0.071969697
6820-1401-0501,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.617, 0.833, 3.75, 2.433, 1.8333333333333333]","[10, 54, 10, 10, 10]",290-580-1160,0.01
6820-1401-1700,,Phantom,"[['6820-1600-0000', 1.0], ['6820-1600-0100', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.01
6820-1500-0803,IM_Semi-Automated,IM,[],22,IM_OP0,22,[0.476],240,85-170-340,0.13740458
6820-1500-1202,IM_Semi-Automated,IM,[],22,IM_OP0,22,[0.476],240,85-170-340,0.04
6820-1500-1203,IM_Semi-Automated,IM,[],22,IM_OP0,22,[0.476],240,85-170-340,0.04
6820-1600-2000,,SA,"[['6820-1500-0004', 1.0]]",-,SA,21,[9.96],0,40-81.0-162.0,0
6820-1600-2001,,SA,"[['6820-1500-0004', 1.0], ['6820-1600-1501', 1.0]]",-,SA,21,[9.96],0,40-81.0-162.0,0
6820-1600-2002,,SA,"[['6820-1500-0005', 1.0], ['6820-1600-1501', 1.0]]",-,SA,21,[9.96],0,40-81.0-162.0,0
6820-1600-2003,,SA,"[['6820-1500-0005', 1.0], ['6820-1600-1502', 1.0]]",-,SA,21,[9.96],0,40-81.0-162.0,0
6820-1600-2100,,SA,"[['6820-1500-0604', 1.0], ['6820-1500-0803', 1.0]]",-,SA,21,[9.96],0,40-81.0-162.0,0
6820-1600-2101,,SA,"[['6820-1500-0604', 1.0], ['6820-1500-0803', 1.0]]",-,SA,21,[9.96],0,40-81.0-162.0,0
6820-1600-2102,,SA,"[['6820-1500-0605', 1.0], ['6820-1500-0803', 1.0]]",-,SA,21,[9.96],0,40-81.0-162.0,0
6820-1600-2103,,SA,"[['6820-1500-0606', 1.0], ['6820-1500-0803', 1.0]]",-,SA,21,[9.96],0,40-81.0-162.0,0
6820-1600-2200,,Phantom,"[['6820-1500-1202', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.04
6820-1600-2300,,Phantom,"[['6820-1500-1004', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.04
6827-1500-0405,IM_Semi-Automated,IM,[],22,IM_OP0,22,[0.476],240,52-105.0-210.0,0
6827-1500-5803,IM_Semi-Automated,IM,[],22,IM_OP0,22,[0.476],240,85-170-340,0.04
6827-1600-5202,IM_Semi-Automated,IM,[],22,IM_OP0,22,[0.476],240,17-35.0-70.0,0
6827-1600-5203,IM_Semi-Automated,IM,[],22,IM_OP0,22,[0.476],240,17-35.0-70.0,0
6827-1600-6701,WIRE_Semi-Automated,WIRE,"[['6827-1600-7101', 1.0], ['6827-1600-7201', 1.0], ['6827-1600-7301', 1.0], ['6827-1600-7401', 1.0], ['6827-1600-7501', 1.0], ['6827-1706-2100', 1.0], ['6827-1706-2200', 1.0], ['6827-1706-2300', 1.0]]",-,WIRE,35,[10.2],0,215-430-860,0.02
6827-1600-6901,WIRE_Semi-Automated,WIRE,"[['6827-1600-7601', 1.0], ['6827-1600-7701', 1.0], ['6827-1600-7801', 1.0]]",-,WIRE,35,[10.2],0,215-430-860,0.02
6827-1700-5200,WIRE_Semi-Automated,WIRE,"[['6827-1700-5300', 2.0], ['6827-1706-0800', 2.0]]",-,WIRE,35,[10.2],0,215-430-860,0.02
6827-1700-6400,WIRE_Semi-Automated,WIRE,"[['6827-1700-6500', 1.0], ['6827-1700-6600', 1.0], ['6827-1700-6700', 1.0]]",-,WIRE,35,[10.2],0,17-35.0-70.0,0
6827-1705-2500,,SA,"[['6827-1400-8703', 1.0], ['6827-1500-5604', 1.0]]",-,SA,21,[9.96],0,2-5.0-10.0,0
6827-1705-2501,,SA,"[['6827-1400-8703', 1.0], ['6827-1500-5604', 1.0]]",-,SA,21,[9.96],0,2-5.0-10.0,0
6827-1705-2600,,SA,"[['6827-1500-5703', 1.0]]",-,SA,21,[9.96],0,2-5.0-10.0,0
6827-1705-2601,,SA,"[['6827-1500-5705', 1.0]]",-,SA,21,[9.96],0,2-5.0-10.0,0
6827-1705-3200,,SA,"[['6827-1500-5904', 1.0]]",-,SA,21,[9.96],0,2-5.0-10.0,0
6827-1705-7201,,Phantom,[],-,Phantom,31,[0],0,50-100-200,0.02
6827-1705-7202,,SA,"[['6827-1705-8402', 2.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6827-1705-7600,,SA,"[['6827-1700-5400', 1.0], ['6827-1700-5500', 1.0]]",-,SA,21,[9.96],0,2-5.0-10.0,0
6827-1705-7601,,SA,"[['6827-1700-5401', 1.0], ['6827-1700-5501', 1.0]]",-,SA,21,[9.96],0,2-5.0-10.0,0
6827-1705-7800,,SA,"[['6827-1705-7900', 1.0], ['6827-1705-8001', 1.0]]",-,SA,21,[9.96],0,2-5.0-10.0,0
6827-1705-7801,,SA,"[['6827-1705-7901', 1.0], ['6827-1705-8002', 1.0]]",-,SA,21,[9.96],0,2-5.0-10.0,0
6827-1705-7802,,SA,"[['6827-1705-7902', 1.0], ['6827-1705-8003', 1.0]]",-,SA,21,[9.96],0,2-5.0-10.0,0
6827-1705-8100,,SA,"[['6827-1705-8300', 1.0]]",-,SA,21,[9.96],0,2-5.0-10.0,0
6827-1705-8200,,SA,"[['6827-1705-8300', 1.0]]",-,SA,21,[9.96],0,2-5.0-10.0,0
6827-1706-6100,,SA,"[['6827-1600-0003', 1.0], ['6827-1600-5102', 1.0], ['6827-1700-5801', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6827-1706-6101,,SA,"[['6827-1600-0004', 1.0], ['6827-1600-5102', 1.0], ['6827-1700-5802', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6827-1706-6102,,SA,"[['6827-1600-0004', 1.0], ['6827-1600-5103', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6827-1706-6800,,SA,"[['6827-1500-8702', 1.0], ['6827-1501-1107', 1.0], ['6827-1700-6201', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6827-1706-6801,,SA,"[['6827-1500-8702', 1.0], ['6827-1501-1107', 1.0], ['6827-1700-6202', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6827-1706-6900,,SA,[],-,SA,21,[9.96],0,50-100-200,0.02
6827-1706-6901,,SA,"[['6827-1501-1205', 1.0], ['6827-1501-1306', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6827-1706-6902,,SA,"[['6827-1501-1206', 1.0], ['6827-1501-1306', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6827-1706-7000,,SA,[],-,SA,21,[9.96],0,50-100-200,0.02
6829-1500-0300,,PRD,"[['1202-0001-1104', 1.0]]",-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.017, 0.833, 3.75, 2.433, 1.1333333333333333]","[10, 54, 10, 10, 10]",290-580-1160,0.01
6880-1900-1800,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.617, 1.333, 3.75, 1.347, 0.6666666666666666]","[10, 73.74, 10, 3.196, 10]",16-32.0-64.0,0.003894839
6880-1900-2000,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.617, 0.583, 0.857, 1.563, 0.6666666666666666]","[10, 97.2, 10, 3.153, 10]",290-580-1160,0.019847328
6880-1900-2003,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.617, 0.583, 3.75, 1.563, 0.6666666666666666]","[10, 97.2, 10, 3.153, 10]",290-580-1160,0.019847328
6880-1901-0400,WIRE_AUTO,WIRE,[],-,WIRE,34,[10.2],20,30-60.0-120.0,0
6880-1901-0500,WIRE_AUTO,WIRE,[],-,WIRE,34,[10.2],20,30-60.0-120.0,0
6880-1903-2600,,Phantom,"[['6880-1900-1800', 1.0]]",-,Phantom,31,[0],0,50-100-200,0
6880-1903-2601,,SA,"[['6880-1900-1801', 1.0]]",-,SA,21,[0.638],0,50-100-200,0
6880-1903-2602,,Phantom,"[['6880-1900-1802', 1.0]]",-,Phantom,31,[0],0,50-100-200,0
6932-1600-1201,,Phantom,"[['6932-1700-9102', 1.0], ['6932-1701-0401', 1.0], ['6932-1803-0800', 1.0], ['6932-1803-1001', 1.0]]",-,Phantom,31,[0],0,50-100-200,0
6932-1600-3804,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.617, 1.333, 2.727, 2.019, 0.6666666666666666]","[10, 60.606, 10, 13.371, 10]",148-296.8-593.6,0.0093361
6932-1600-4101,,Phantom,"[['6932-1801-5001', 1.0], ['6932-1900-1900', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.01
6932-1700-0701,,Phantom,[],-,Phantom,31,[0],0,50-100-200,0.01
6932-1700-0702,,Phantom,[],-,Phantom,31,[0],0,50-100-200,0.01
6932-1700-4201,IM_Semi-Automated,IM,[],22,IM_OP0,22,[1.0],240,345-691.5-1383.0,0.035264814
6932-1700-4601,IM_Automated,IM,[],22,IM_OP0,22,[0.75],240,340-680.0-1360.0,0.000799361
6932-1700-6600,,Phantom,"[['6932-1700-9102', 1.0], ['6932-1701-0401', 1.0], ['6932-1803-0800', 1.0], ['6932-1803-1000', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.01
6932-1700-6802,IM_Automated,IM,[],61,IM_OP0,22,[0.75],240,119-239.0-478.0,0.011643836
6932-1700-6901,IM_Semi-Automated,IM,[],22,IM_OP0,22,[0.75],240,231-463.0-926.0,0.046897547
6932-1700-9103,IM_Automated,IM,[],30,IM_OP1,23,[0.75],120,689-1378.0-2756.0,0
6932-1804-3200,,SA,[],-,SA,21,[0.651],0,90-180.0-360.0,0
6932-1805-1600,,SA,[],-,SA,21,[0.656],0,172-344.0-688.0,0
6932-1805-2400,,SA,[],-,SA,21,[0.651],0,90-180.0-360.0,0
6932-1900-1700,,Phantom,[],-,Phantom,31,[0],0,50-100-200,0.01
6932-1902-8400,,SA,"[['6539-1401-1006', 1.0]]",-,SA,21,[0.638],0,51-102.66666666666667-205.33333333333334,0
6932-1902-8401,,Phantom,[],-,Phantom,31,[0],0,51-102.66666666666667-205.33333333333334,0
6932-1902-8402,,SA,"[['6539-1401-1006', 1.0]]",-,SA,21,[0.638],0,51-102.66666666666667-205.33333333333334,0
6932-1904-1301,,SA,"[['6932-1700-6901', 1.0], ['6932-1700-9104', 1.0]]",-,SA,21,[4.642],0,50-100-200,0
6932-1904-1401,,SA,"[['6932-1700-6802', 1.0], ['6932-1904-1501', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6932-1904-1500,,Phantom,"[['6932-1600-3505', 1.0], ['6932-1904-1600', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6932-1904-2800,,SA,"[['6932-1700-6802', 1.0], ['6932-1904-2900', 1.0]]",-,SA,21,[3.622],0,10-20.0-40.0,0.030100334
6932-1904-2801,,SA,"[['6932-1700-6802', 1.0], ['6932-1904-2901', 1.0]]",-,SA,21,[3.622],0,10-20.0-40.0,0.030100334
6932-1904-5100,,SA,"[['6932-1600-3901', 1.0]]",-,SA,21,[3.232],0,50-100-200,0
6934-1700-2102,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.817, 1.167, 3.75, 2.029, 0.9]","[10, 76.806, 10, 10, 10]",80-160.0-320.0,0.004305705
6934-1700-9400,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.817, 0.733, 3.75, 2.433, 2.066666666666667]","[10, 35.367, 10, 10, 10]",78-157.5-315.0,0.006593407
6934-1701-1100,,PRD,[],-,"['LaserMarking', 'SMD', 'Coating', 'Depanelize']",17,"[2.017, 0.5, 3, 2.3]","[10, 35.762, 10, 10]",500-1000.0-2000.0,0.033695652
6934-1702-1501,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[3.231],0,32-65.33333333333333-130.66666666666666,0
6934-1702-1600,WIRE_Semi-Automated,WIRE,"[['6934-1702-3700', 1.0], ['6934-1702-3800', 1.0], ['6934-1702-3900', 1.0], ['6934-1702-4000', 1.0], ['6934-1702-4100', 1.0]]",-,WIRE,35,[4.478],0,102-205.0-410.0,0
6934-1702-1700,WIRE_Semi-Automated,WIRE,"[['6934-1702-4200', 2.0]]",-,WIRE,35,[3.219],0,89-179.5-359.0,0
